,price,room_bed,room_bath,lot_measure,ceil,coast,condition,quality,ceil_measure,basement,yr_built,zipcode,lat,long,furnished,yr_sold,age_sold,Have_basement,renovation_in_15to20_Years,renovation_in_10to15_Years,renovation_in_5to10_Years,renovation_in_0to5_Years
1630,630000,4,2.5,8800,1.0,0,4,7,1240,860,1960,98008,47.6146,-122.11399999999999,0,2014,54,1,0,0,0,0
1631,510000,3,1.75,43560,1.0,0,4,7,1340,580,1962,98074,47.6052,-122.044,0,2014,52,1,0,0,0,0
1632,980000,4,1.75,4000,1.5,0,4,8,1920,200,1929,98105,47.6601,-122.275,0,2014,85,1,0,0,0,0
1633,725000,3,1.0,19969,1.0,0,3,7,1000,0,1951,98033,47.6745,-122.197,0,2015,64,0,0,0,0,0
1634,115000,3,1.0,6250,1.0,0,2,5,1080,0,1950,98168,47.5045,-122.33,0,2014,64,0,0,0,0,0
1635,608000,3,2.5,1472,3.0,0,3,8,1640,120,2006,98119,47.6473,-122.374,0,2014,8,1,0,0,0,0
1636,160000,3,1.0,8700,1.5,0,3,6,1350,0,1942,98188,47.4497,-122.289,0,2014,72,0,0,0,0,0
1637,1920000,5,5.75,230868,2.0,0,3,12,6660,1070,2004,98077,47.7615,-122.084,1,2015,11,1,0,0,0,0
1638,626000,3,2.0,7200,1.0,0,3,8,2150,0,1988,98029,47.5709,-122.01799999999999,0,2015,27,0,0,0,0,0
1639,480000,6,3.75,5054,2.0,0,3,7,2940,0,1942,98146,47.5122,-122.385,0,2015,73,0,0,1,0,0
1640,339950,0,2.5,8319,2.0,0,3,8,2290,0,1985,98042,47.3473,-122.15100000000001,0,2014,29,0,0,0,0,0
1641,857326,3,3.5,11632,2.0,0,3,10,3940,0,2014,98166,47.438,-122.344,1,2014,0,0,0,0,0,0
1642,500000,3,2.5,5683,2.0,0,3,7,1650,0,2003,98053,47.683,-122.035,0,2014,11,0,0,0,0,0
1643,235000,4,2.0,9415,2.0,0,4,7,1570,0,1984,98092,47.3168,-122.17399999999999,0,2014,30,0,0,0,0,0
1644,456500,3,1.0,3880,1.5,0,4,7,1290,0,1919,98117,47.6879,-122.39200000000001,0,2014,95,0,0,0,0,0
1645,293000,3,1.75,13187,1.0,0,4,7,1420,0,1974,98059,47.4608,-122.065,0,2014,40,0,0,0,0,0
1646,757500,5,2.25,8065,2.0,0,3,8,3160,0,1977,98027,47.5678,-122.089,0,2015,38,0,0,0,0,0
1647,379500,3,2.25,1287,2.0,0,3,7,1290,120,2005,98027,47.5344,-122.068,0,2014,9,1,0,0,0,0
1648,735000,4,2.0,6000,1.5,0,4,9,1640,0,1911,98119,47.6505,-122.375,1,2014,103,0,0,0,0,0
1649,635000,3,3.0,1407,2.5,0,3,8,1850,380,2014,98027,47.5446,-122.01700000000001,0,2015,1,1,0,0,0,0
1650,520000,3,1.5,18483,1.0,0,3,8,1810,0,1954,98177,47.7617,-122.37799999999999,0,2014,60,0,0,0,0,0
1651,775000,3,2.0,13747,1.0,0,5,5,580,580,1931,98075,47.585,-122.051,0,2014,83,1,0,0,0,0
1652,621500,3,1.75,39634,2.0,0,3,8,2570,0,1984,98075,47.596000000000004,-122.08,0,2015,31,0,0,0,0,0
1653,333760,3,1.0,5880,1.0,0,3,7,1300,0,1968,98052,47.6937,-122.113,0,2015,47,0,0,0,0,0
1654,750000,4,3.25,5000,2.0,0,4,8,1370,680,1987,98112,47.6235,-122.29799999999999,0,2014,27,1,0,0,0,0
1655,535000,3,2.75,3600,2.0,0,3,8,2290,200,1906,98122,47.6098,-122.292,0,2015,109,1,0,0,0,0
1656,317000,3,2.0,7260,1.5,0,3,7,1180,840,1926,98108,47.5496,-122.311,0,2014,88,1,0,0,0,0
1657,775000,4,1.75,4800,1.5,0,3,7,1390,500,1906,98119,47.6405,-122.367,0,2014,108,1,0,0,0,0
1658,440000,3,1.75,8153,1.0,0,3,7,1120,1120,1948,98125,47.7303,-122.329,0,2014,66,1,0,0,0,0
1659,375000,3,2.0,7300,1.5,0,5,7,1450,0,1955,98133,47.7517,-122.34200000000001,0,2014,59,0,0,0,0,0
1660,765000,4,2.25,17366,1.0,0,3,9,1430,1190,1984,98075,47.583999999999996,-122.07700000000001,1,2015,31,1,0,0,0,0
1661,150000,3,1.0,9612,1.0,0,3,7,960,350,1962,98001,47.2958,-122.285,0,2014,52,1,0,0,0,0
1662,715000,4,2.25,8272,1.0,0,4,9,1460,440,1966,98040,47.5803,-122.227,1,2015,49,1,0,0,0,0
1663,1100000,4,3.25,11774,2.0,1,3,8,2610,580,1956,98178,47.5033,-122.225,0,2014,58,1,0,0,0,0
1664,394950,3,2.5,8172,2.0,0,3,8,2050,0,2002,98168,47.4808,-122.28,0,2015,13,0,0,0,0,0
1665,365000,2,1.0,5689,1.0,0,4,7,870,0,1948,98103,47.6988,-122.351,0,2015,67,0,0,0,0,0
1666,879950,4,2.75,7203,2.0,0,3,9,3020,0,2014,98033,47.6948,-122.178,1,2014,0,0,0,0,0,0
1667,230000,3,1.75,3000,1.0,0,3,5,710,710,1931,98178,47.4928,-122.274,0,2014,83,1,0,0,0,1
1668,374950,2,2.25,1172,2.0,0,3,8,1000,240,2008,98144,47.5877,-122.316,0,2014,6,1,0,0,0,0
1669,795000,3,2.0,13650,1.0,0,5,8,1460,1460,1975,98033,47.6652,-122.18799999999999,0,2015,40,1,0,0,0,0
1670,500000,4,2.25,35100,2.0,0,3,8,2730,0,1977,98075,47.5913,-122.012,0,2014,37,0,0,0,0,0
1671,368500,5,2.75,7601,1.0,0,3,7,1520,1010,1992,98188,47.4683,-122.26299999999999,0,2014,22,1,0,0,0,0
1672,490000,2,1.5,15641,1.0,0,4,7,1480,0,1940,98146,47.5008,-122.366,0,2015,75,0,0,0,0,0
1673,450000,4,1.75,23899,1.0,0,3,7,1750,640,1949,98028,47.7557,-122.23700000000001,0,2014,65,1,0,0,0,0
1674,415000,2,1.0,4108,1.0,0,3,7,980,0,1947,98117,47.687,-122.381,0,2014,67,0,0,0,0,0
1675,398000,3,2.5,1715,2.0,0,3,7,1240,480,2004,98136,47.5481,-122.384,0,2014,10,1,0,0,0,0
1676,690000,4,2.5,8120,2.0,0,3,9,2740,0,1999,98074,47.6123,-122.006,1,2014,15,0,0,0,0,0
1677,645000,3,2.0,4218,1.0,0,4,7,910,730,1941,98103,47.6546,-122.344,0,2015,74,1,0,0,0,0
1678,339900,3,1.0,9087,1.0,0,5,7,1200,0,1969,98056,47.5234,-122.177,0,2014,45,0,0,0,0,0
1679,569950,4,3.5,443440,1.5,0,3,8,2700,0,1948,98042,47.333,-122.098,0,2015,67,0,1,0,0,0
1680,516000,4,2.75,10800,1.0,0,4,8,1170,1040,1997,98074,47.6086,-122.059,0,2014,17,1,0,0,0,0
1681,255000,3,1.5,8528,1.0,0,4,7,1240,0,1967,98058,47.4478,-122.15700000000001,0,2014,47,0,0,0,0,0
1682,1100000,4,3.5,5040,2.0,0,3,9,2760,0,1955,98117,47.6756,-122.40100000000001,1,2015,60,0,0,0,1,0
1683,550000,3,2.25,5111,1.5,0,5,7,1360,0,1934,98115,47.6988,-122.31299999999999,0,2014,80,0,0,0,0,0
1684,430000,6,3.0,8800,1.0,0,3,7,1610,1020,1959,98125,47.7166,-122.29299999999999,0,2014,55,1,0,0,0,0
1685,1250000,4,3.0,217800,1.5,0,3,9,3310,0,1989,98053,47.6616,-121.999,1,2015,26,0,0,0,0,0
1686,283000,3,1.0,8400,1.0,0,4,6,890,0,1954,98056,47.5168,-122.204,0,2014,60,0,0,0,0,0
1687,245000,2,2.0,4500,1.0,0,4,6,910,160,1932,98055,47.4896,-122.204,0,2014,82,1,0,0,0,0
1688,345000,3,2.5,1547,3.0,0,3,8,1380,0,2000,98103,47.6908,-122.34100000000001,0,2015,15,0,0,0,0,0
1689,675000,5,2.25,10300,1.0,0,3,8,1450,1450,1985,98006,47.5461,-122.15100000000001,0,2014,29,1,0,0,0,0
1690,235000,3,1.75,9266,1.0,0,4,7,1200,0,1960,98002,47.31399999999999,-122.208,0,2014,54,0,0,0,0,0
1691,571000,3,2.5,7465,2.0,0,3,9,2600,0,1988,98011,47.7387,-122.21700000000001,1,2014,26,0,0,0,0,0
1692,411715,3,1.75,5101,1.0,0,5,7,1040,800,1952,98108,47.5585,-122.31700000000001,0,2014,62,1,0,0,0,0
1693,394950,3,2.5,1250,3.0,0,3,8,1270,80,2006,98136,47.5491,-122.387,0,2014,8,1,0,0,0,0
1694,605000,5,2.75,5616,1.5,0,5,7,1670,1070,1925,98115,47.6866,-122.31700000000001,0,2014,89,1,0,0,0,0
1695,865000,5,2.5,8160,2.0,0,3,9,3190,0,2014,98177,47.7246,-122.363,1,2014,0,0,0,0,0,0
1696,240000,3,1.0,10000,1.0,0,3,6,1090,0,1961,98014,47.6503,-121.911,0,2014,53,0,0,0,0,0
1697,585188,3,2.25,10026,1.0,0,3,8,1430,800,1975,98052,47.6647,-122.15299999999999,0,2014,39,1,0,0,0,0
1698,354000,3,1.75,6300,1.0,0,3,7,1340,0,1972,98034,47.7186,-122.21799999999999,0,2015,43,0,0,0,0,0
1699,1210000,4,3.5,5500,2.0,0,3,9,3150,0,2014,98105,47.6644,-122.29299999999999,1,2014,0,0,0,0,0,0
1700,725000,4,2.5,5118,2.0,0,3,9,2870,0,2006,98029,47.5544,-121.99,1,2014,8,0,0,0,0,0
1701,699950,3,2.25,107593,2.0,0,4,8,2190,0,1983,98077,47.7731,-122.08,0,2014,31,0,0,0,0,0
1702,257500,3,1.0,13825,1.0,0,3,7,1210,480,1955,98148,47.4256,-122.322,0,2014,59,1,0,0,0,0
1703,526000,3,1.75,37801,1.0,0,3,7,1300,480,1977,98075,47.5858,-122.015,0,2015,38,1,0,0,0,0
1704,145000,3,1.0,5490,1.0,0,3,6,1010,0,1954,98168,47.4762,-122.29299999999999,0,2014,60,0,0,0,0,0
1705,133000,3,1.0,9115,1.0,0,3,7,980,0,1968,98198,47.3737,-122.31200000000001,0,2015,47,0,0,0,0,0
1706,379400,4,1.75,7680,1.0,0,4,7,1060,1060,1950,98177,47.7172,-122.361,0,2014,64,1,0,0,0,0
1707,770000,4,3.25,6384,2.0,0,3,9,3060,1210,2001,98065,47.5362,-121.874,1,2015,14,1,0,0,0,0
1708,500000,4,2.75,15347,1.0,0,5,7,2280,0,1960,98059,47.5218,-122.164,0,2014,54,0,0,0,0,0
1709,395000,3,2.5,15200,1.0,0,3,7,1120,510,1988,98072,47.7454,-122.103,0,2015,27,1,0,0,0,0
1710,271000,2,1.0,4240,1.0,0,4,6,710,0,1942,98106,47.5226,-122.351,0,2014,72,0,0,0,0,0
1711,335000,4,2.5,7205,2.0,0,3,8,2520,0,1987,98003,47.343,-122.316,0,2014,27,0,0,0,0,0
1712,367500,3,1.0,8792,1.0,0,5,7,1270,0,1969,98056,47.5351,-122.17399999999999,0,2015,46,0,0,0,0,0
1713,343888,4,2.5,5607,2.0,0,3,7,2060,0,2002,98058,47.4365,-122.14399999999999,0,2014,12,0,0,0,0,0
1714,1130000,5,3.25,13394,1.0,0,4,9,2230,850,1968,98033,47.6651,-122.19,1,2015,47,1,0,0,0,0
1715,870515,4,3.5,5697,2.0,0,3,9,2940,660,2014,98075,47.5755,-122.071,1,2014,0,1,0,0,0,0
1716,315000,3,1.75,9629,1.0,0,4,7,1240,620,1961,98059,47.4913,-122.14299999999999,0,2015,54,1,0,0,0,0
1717,534000,5,1.75,8625,1.0,0,3,7,1200,920,1959,98008,47.6118,-122.131,0,2014,55,1,0,0,0,0
1718,840000,4,2.25,3671,1.5,0,3,8,1750,350,1929,98112,47.6359,-122.3,0,2014,85,1,0,0,0,0
1719,365000,2,1.0,8336,1.0,0,4,6,910,480,1946,98166,47.4646,-122.361,0,2015,69,1,0,0,0,0
1720,330000,3,2.5,3003,2.0,0,3,7,1520,0,2009,98059,47.4876,-122.15299999999999,0,2014,5,0,0,0,0,0
1721,895000,4,3.0,5562,2.0,0,3,10,3240,0,2013,98075,47.5919,-121.975,1,2014,1,0,0,0,0,0
1722,865000,3,3.75,219106,2.0,0,3,9,3830,0,1977,98027,47.5432,-121.95200000000001,1,2014,37,0,0,1,0,0
1723,335000,4,2.25,13500,1.0,0,3,7,1230,800,1963,98059,47.4596,-122.066,0,2014,51,1,0,0,0,0
1724,282000,3,2.5,5399,2.0,0,3,7,2010,0,2006,98042,47.3338,-122.052,0,2014,8,0,0,0,0,0
1725,324000,3,2.0,10931,1.0,0,3,7,1540,0,1989,98045,47.495,-121.77600000000001,0,2014,25,0,0,0,0,0
1726,430000,8,3.25,10441,2.0,0,4,8,2800,1500,1979,98059,47.4786,-122.131,0,2014,35,1,0,0,0,0
1727,250000,3,1.75,3900,1.0,0,4,7,1480,0,1980,98023,47.2977,-122.367,0,2014,34,0,0,0,0,0
1728,298700,3,2.25,7350,1.0,0,3,8,1530,580,1980,98023,47.3088,-122.34100000000001,0,2014,34,1,0,0,0,0
1729,240000,2,1.0,6345,1.0,0,3,6,720,0,1943,98106,47.5201,-122.35,0,2014,71,0,0,0,0,0
1730,535365,4,2.75,6969,2.0,0,3,8,2790,0,2012,98045,47.4836,-121.76899999999999,0,2014,2,0,0,0,0,0
1731,324950,3,1.5,7560,1.0,0,3,7,1210,0,1941,98126,47.5255,-122.374,0,2014,73,0,0,0,0,0
1732,906000,3,2.5,1800,3.0,0,3,9,2030,0,2013,98112,47.6199,-122.3,1,2015,2,0,0,0,0,0
1733,599950,2,1.0,3775,1.0,0,3,7,1150,0,1917,98103,47.6539,-122.329,0,2014,97,0,0,0,0,0
1734,595000,2,1.0,3600,1.0,0,3,6,980,0,1907,98119,47.6366,-122.365,0,2015,108,0,0,0,0,0
1735,420000,3,2.5,3821,2.0,0,3,8,2140,0,2005,98029,47.5541,-121.995,0,2014,9,0,0,0,0,0
1736,476900,3,1.0,5758,1.5,0,4,6,960,280,1910,98116,47.5675,-122.396,0,2015,105,1,0,0,0,0
1737,2300000,4,4.25,13860,2.0,0,3,10,4070,0,2004,98040,47.59,-122.229,1,2015,11,0,0,0,0,0
1738,418000,4,2.5,8471,2.0,0,3,7,2750,0,2003,98038,47.3671,-122.029,0,2015,12,0,0,0,0,0
1739,690000,3,1.75,16300,2.0,0,3,9,2330,0,1964,98034,47.7037,-122.24,1,2015,51,0,0,0,0,0
1740,445000,3,1.75,7056,2.5,0,4,8,1850,0,1979,98052,47.6602,-122.13,0,2014,35,0,0,0,0,0
1741,994000,3,2.25,6339,1.5,0,5,8,1810,700,1932,98199,47.6496,-122.391,0,2014,82,1,0,0,0,0
1742,675000,5,2.5,6455,2.0,0,3,9,3200,0,2009,98065,47.5446,-121.86200000000001,1,2014,5,0,0,0,0,0
1743,420000,3,1.5,7506,1.0,0,5,7,1540,0,1961,98155,47.7565,-122.325,0,2015,54,0,0,0,0,0
1744,1300000,4,3.25,9687,2.0,0,3,9,2330,0,1918,98112,47.6264,-122.28299999999999,1,2014,96,0,0,0,0,0
1745,700000,9,3.0,4400,2.0,0,3,7,2830,850,1908,98102,47.6374,-122.324,0,2015,107,1,0,0,0,0
1746,262500,5,2.25,8086,1.0,0,3,7,1130,820,1980,98003,47.3179,-122.331,0,2015,35,1,0,0,0,0
1747,750000,4,2.5,17200,1.0,0,4,9,1540,970,1977,98052,47.6287,-122.089,1,2015,38,1,0,0,0,0
1748,361810,3,1.75,7620,1.0,0,3,7,1240,0,1968,98166,47.4576,-122.348,0,2014,46,0,0,0,0,1
1749,670000,3,1.75,5760,1.0,0,4,8,1260,900,1954,98136,47.5346,-122.391,0,2015,61,1,0,0,0,0
1750,279500,4,2.5,4338,2.0,0,3,7,1613,0,2009,98042,47.3859,-122.162,0,2014,5,0,0,0,0,0
1751,1120000,4,3.25,62365,2.0,0,3,11,4750,0,1988,98052,47.7149,-122.09899999999999,1,2014,26,0,0,0,0,0
1752,890000,4,2.0,11171,1.5,0,4,6,1480,0,1947,98075,47.5849,-122.051,0,2015,68,0,0,0,0,0
1753,392500,3,1.75,8925,1.0,0,4,7,1540,0,1957,98133,47.7762,-122.337,0,2014,57,0,0,0,0,0
1754,329900,3,2.5,4905,2.0,0,3,8,2170,0,2004,98038,47.3503,-122.039,0,2014,10,0,0,0,0,0
1755,317000,3,2.5,7587,2.0,0,3,9,2100,0,1990,98023,47.3072,-122.391,1,2015,25,0,0,0,0,0
1756,550000,3,2.5,1092,3.0,0,3,8,1390,160,2004,98102,47.6355,-122.324,0,2014,10,1,0,0,0,0
1757,590000,3,2.5,99752,1.0,0,3,9,2400,0,1996,98058,47.3917,-122.084,1,2014,18,0,0,0,0,0
1758,550000,4,2.5,9600,1.0,0,3,7,1460,710,1980,98052,47.6789,-122.116,0,2014,34,1,0,0,0,0
1759,620000,3,2.5,10363,2.0,0,3,9,2440,0,1988,98029,47.5634,-122.016,1,2015,27,0,0,0,0,0
1760,325000,3,1.0,11799,1.0,0,3,7,1160,0,1966,98034,47.7263,-122.229,0,2014,48,0,0,0,0,0
1761,395000,3,2.5,8938,2.0,0,3,9,2300,0,1989,98031,47.4181,-122.211,1,2015,26,0,0,0,0,0
1762,427500,3,1.0,4200,1.5,0,3,7,1480,0,1925,98122,47.6147,-122.29799999999999,0,2014,89,0,0,0,0,0
1763,156000,2,1.75,6138,1.0,0,2,5,590,0,1947,98118,47.545,-122.27799999999999,0,2014,67,0,0,0,0,0
1764,3000000,3,3.5,10756,2.0,1,3,11,3430,980,2014,98056,47.5283,-122.205,1,2014,0,1,0,0,0,0
1765,169000,3,1.0,7686,1.0,0,3,7,910,0,1969,98001,47.3405,-122.288,0,2014,45,0,0,0,0,0
1766,250000,2,1.0,4320,1.0,0,3,7,860,0,1925,98108,47.5263,-122.325,0,2015,90,0,0,0,0,0
1767,342500,2,1.5,826,2.0,0,3,8,1100,220,2008,98144,47.5879,-122.304,0,2014,6,1,0,0,0,0
1768,255000,3,1.75,7532,1.0,0,3,7,1700,0,1987,98030,47.355,-122.176,0,2014,27,0,0,0,0,0
1769,465000,5,2.5,6405,2.0,0,3,7,2550,0,2008,98065,47.5191,-121.869,0,2014,6,0,0,0,0,0
1770,410000,3,1.0,5000,1.0,0,3,6,980,430,1925,98116,47.5769,-122.397,0,2015,90,1,0,0,0,0
1771,350000,3,1.75,4590,1.0,0,2,7,930,450,1950,98115,47.6841,-122.29299999999999,0,2014,64,1,0,0,0,0
1772,580000,4,1.5,5100,1.0,0,3,7,1320,460,1953,98115,47.6944,-122.288,0,2015,62,1,0,0,0,0
1773,354000,3,2.5,15817,2.0,0,3,8,2160,0,1999,98031,47.4166,-122.18299999999999,0,2015,16,0,0,0,0,0
1774,767450,3,2.0,7599,1.0,0,3,10,1630,0,2006,98117,47.6981,-122.376,1,2014,8,0,0,0,0,0
1775,817500,5,3.5,9312,2.0,0,3,10,2680,920,2005,98052,47.6582,-122.12200000000001,1,2014,9,1,0,0,0,0
1776,325000,3,2.25,6443,2.0,0,3,7,1440,0,1995,98019,47.7471,-121.979,0,2014,19,0,0,0,0,0
1777,242050,3,2.5,9900,1.0,0,3,7,1690,480,1980,98038,47.3634,-122.031,0,2014,34,1,0,0,0,0
1778,240000,3,2.0,6000,1.0,0,4,7,630,700,1900,98108,47.5255,-122.32700000000001,0,2014,114,1,0,0,0,0
1779,570000,6,2.5,15625,1.0,0,3,8,1770,1600,1964,98166,47.4223,-122.34299999999999,0,2014,50,1,0,0,0,0
1780,470500,4,2.25,14000,1.0,0,3,7,1720,350,1958,98028,47.7484,-122.23700000000001,0,2015,57,1,0,0,0,0
1781,595000,5,3.0,10064,1.0,0,3,7,1680,1300,1940,98155,47.7372,-122.316,0,2015,75,1,0,0,0,0
1782,330000,5,2.5,12763,1.0,0,3,7,1400,1220,1979,98034,47.72,-122.213,0,2015,36,1,0,0,0,0
1783,1220000,4,3.5,9444,1.5,0,3,11,3110,1800,2007,98074,47.6502,-122.066,1,2014,7,1,0,0,0,0
1784,580000,3,1.5,1250,3.0,0,3,8,1320,0,2008,98103,47.6536,-122.34100000000001,0,2015,7,0,0,0,0,0
1785,551870,3,2.5,18400,2.0,0,3,8,2507,0,2006,98001,47.2867,-122.27,0,2015,9,0,0,0,0,0
1786,475000,3,2.5,5097,2.0,0,3,7,1640,0,1969,98155,47.7522,-122.27799999999999,0,2015,46,0,0,0,0,0
1787,539000,3,1.75,9860,1.0,0,4,7,1410,380,1978,98052,47.6989,-122.12,0,2014,36,1,0,0,0,0
1788,664950,2,1.75,900,2.0,0,3,10,780,400,2014,98102,47.6395,-122.329,1,2014,0,1,0,0,0,0
1789,625000,4,2.5,9599,1.0,0,3,8,1820,920,1961,98177,47.7728,-122.385,0,2015,54,1,0,0,0,0
1790,543000,4,2.5,8451,2.0,0,3,8,2060,0,1995,98133,47.7168,-122.333,0,2014,19,0,0,0,0,0
1791,350000,3,2.5,7836,2.0,0,3,8,2680,0,1990,98092,47.3203,-122.185,0,2014,24,0,0,0,0,1
1792,1600000,5,3.75,7500,2.0,0,3,10,3210,1060,2014,98033,47.6845,-122.20700000000001,1,2014,0,1,0,0,0,0
1793,270000,3,1.0,5605,1.0,0,5,6,750,750,1942,98106,47.5456,-122.359,0,2014,72,1,0,0,0,0
1794,205000,3,1.5,5000,1.0,0,3,7,920,500,1987,98198,47.4192,-122.33,0,2015,28,1,0,0,0,0
1795,680000,3,2.5,3600,2.0,0,3,9,2120,0,2005,98052,47.6649,-122.08200000000001,1,2015,10,0,0,0,0,0
1796,610000,4,2.5,6360,2.0,0,3,8,2110,0,1988,98029,47.5641,-122.012,0,2015,27,0,0,0,0,0
1797,415000,3,2.5,4274,2.0,0,3,7,1980,0,2003,98028,47.7767,-122.23899999999999,0,2014,11,0,0,0,0,0
1798,550000,4,2.5,9045,2.0,0,3,8,2890,0,2001,98019,47.7385,-121.965,0,2014,13,0,0,0,0,0
1799,270000,3,1.0,13500,1.0,0,4,7,1500,0,1968,98059,47.4666,-122.072,0,2014,46,0,0,0,0,0
1800,385000,3,3.25,1327,2.0,0,3,8,1040,280,2008,98199,47.6506,-122.383,0,2014,6,1,0,0,0,0
1801,288000,4,2.25,3560,2.0,0,3,7,1610,0,2010,98038,47.3669,-122.02,0,2014,4,0,0,0,0,0
1802,4500000,5,5.5,40014,2.0,1,3,12,6350,290,2004,98155,47.7493,-122.28,1,2014,10,1,0,0,0,0
1803,78000,2,1.0,16344,1.0,0,1,5,780,0,1942,98168,47.4739,-122.28,0,2014,72,0,0,0,0,0
1804,1180000,5,2.75,5618,1.5,0,3,8,2220,340,1923,98109,47.6416,-122.355,0,2015,92,1,0,0,0,0
1805,493000,4,2.0,2874,1.0,0,3,7,1060,850,1910,98122,47.6101,-122.295,0,2014,104,1,0,0,0,0
1806,608000,2,1.0,3600,1.0,0,4,7,1010,380,1913,98119,47.6422,-122.36,0,2014,101,1,0,0,0,0
1807,1190000,7,3.5,8342,2.0,0,3,9,2840,1050,1968,98117,47.7011,-122.39200000000001,1,2015,47,1,0,0,0,0
1808,375000,2,1.0,81892,1.0,0,3,6,1840,0,1955,98072,47.7694,-122.124,0,2015,60,0,0,0,0,0
1809,570000,3,1.75,36210,1.0,0,3,8,1930,0,1977,98072,47.7692,-122.12799999999999,0,2014,37,0,0,0,0,0
1810,359000,4,2.5,7883,2.0,0,3,8,2640,0,1990,98092,47.3124,-122.18799999999999,0,2015,25,0,0,0,0,0
1811,357562,2,1.75,1032,2.0,0,3,8,1210,0,2014,98029,47.5522,-121.999,0,2014,0,0,0,0,0,0
1812,389000,5,2.0,10750,1.0,0,4,7,1190,1140,1962,98028,47.7325,-122.245,0,2014,52,1,0,0,0,0
1813,291000,3,1.0,10500,1.5,0,4,5,1280,0,1941,98024,47.566,-121.89399999999999,0,2014,73,0,0,0,0,0
1814,425000,2,2.5,1329,2.0,0,3,8,1180,140,2007,98107,47.6728,-122.374,0,2014,7,1,0,0,0,0
1815,484259,4,2.75,5000,2.0,0,3,8,2790,0,2014,98045,47.4831,-121.773,0,2014,0,0,0,0,0,0
1816,245000,3,2.5,7442,2.0,0,3,7,1730,0,1987,98030,47.3507,-122.178,0,2014,27,0,0,0,0,0
1817,365000,4,3.5,6781,2.0,0,3,8,2100,620,1999,98055,47.4612,-122.215,0,2014,15,1,0,0,0,0
1818,640000,3,3.5,10800,2.0,0,3,8,2480,0,1998,98074,47.6083,-122.06,0,2014,16,0,0,0,0,0
1819,780000,4,2.25,16188,1.0,0,3,10,2260,0,1984,98006,47.5637,-122.11200000000001,1,2015,31,0,0,0,0,0
1820,212000,2,1.5,1525,2.0,0,3,7,1020,0,2004,98133,47.70399999999999,-122.34700000000001,0,2014,10,0,0,0,0,0
1821,499000,3,2.5,1728,3.0,0,3,8,1610,0,2000,98115,47.6776,-122.318,0,2014,14,0,0,0,0,0
1822,600000,4,2.5,7290,1.0,0,5,8,1420,670,1966,98007,47.623999999999995,-122.14200000000001,0,2014,48,1,0,0,0,0
1823,395000,3,2.5,3953,2.0,0,3,8,1960,0,1999,98059,47.4904,-122.15799999999999,0,2015,16,0,0,0,0,0
1824,760000,6,3.75,6150,2.0,0,4,8,3810,0,1977,98103,47.693999999999996,-122.34,0,2015,38,0,0,0,0,0
1825,485000,3,2.5,5502,2.0,0,3,8,1880,0,1988,98029,47.5737,-122.01799999999999,0,2014,26,0,0,0,0,0
1826,878000,4,2.5,13421,2.0,0,3,11,3480,0,1995,98027,47.5504,-122.09700000000001,1,2014,19,0,0,0,0,0
1827,203700,2,1.0,2500,1.0,0,3,6,770,0,1913,98072,47.7534,-122.17200000000001,0,2014,101,0,0,0,0,0
1828,300000,3,2.0,2550,2.0,0,3,7,1260,0,1987,98117,47.6821,-122.37799999999999,0,2015,28,0,0,0,0,0
1829,275000,3,1.0,9798,1.0,0,3,7,990,0,1968,98072,47.766999999999996,-122.164,0,2014,46,0,0,0,0,0
1830,236000,4,2.5,3060,2.0,0,3,7,1630,0,2003,98146,47.5072,-122.336,0,2014,11,0,0,0,0,0
1831,260000,3,2.0,7209,1.0,0,4,7,1240,570,1978,98032,47.3656,-122.27799999999999,0,2014,36,1,0,0,0,0
1832,200000,2,1.0,4700,1.0,0,5,5,700,0,1953,98056,47.4953,-122.169,0,2014,61,0,0,0,0,0
1833,1060000,4,3.0,6695,2.0,0,3,10,2990,0,2014,98075,47.5817,-122.04700000000001,1,2014,0,0,0,0,0,0
1834,1160000,3,2.75,5572,2.0,0,3,9,1930,450,1939,98105,47.6626,-122.271,1,2014,75,1,0,0,0,0
1835,520000,2,1.75,1368,2.0,0,3,7,1060,280,2006,98122,47.618,-122.311,0,2014,8,1,0,0,0,0
1836,245000,2,1.0,5900,1.0,0,3,7,1050,0,1950,98126,47.5326,-122.376,0,2014,64,0,0,0,0,0
1837,539000,2,1.75,5175,1.0,0,3,7,1200,700,1919,98116,47.5689,-122.38600000000001,0,2014,95,1,0,0,0,0
1838,149500,3,1.0,9450,1.0,0,4,7,1010,0,1959,98198,47.3592,-122.315,0,2014,55,0,0,0,0,0
1839,505400,3,1.75,3400,1.0,0,4,7,930,710,1926,98105,47.6694,-122.3,0,2015,89,1,0,0,0,0
1840,315000,3,2.5,2767,2.0,0,3,8,1260,0,1999,98059,47.4914,-122.155,0,2014,15,0,0,0,0,0
1841,258305,2,1.5,2964,1.0,0,5,5,750,0,1919,98118,47.5518,-122.277,0,2015,96,0,0,0,0,0
1842,1950000,4,4.0,6900,2.0,0,3,11,3480,1210,2001,98004,47.6165,-122.21600000000001,1,2014,13,1,0,0,0,0
1843,620000,2,2.25,6110,2.0,0,4,9,2910,0,1985,98136,47.5279,-122.387,1,2015,30,0,0,0,0,0
1844,302860,2,1.0,3279,2.0,0,3,7,790,180,2007,98136,47.5469,-122.383,0,2015,8,1,0,0,0,0
